frame,t_rel,algorithm,controller,armed,detected,inferred,confidence,lane_center,left_x,right_x,error_px,smoothed_error_px,steer,command,p_term,i_term,d_term,left_duty,right_duty,latency_ms,loop_ms,fps,t_grayscale,t_blur,t_threshold,t_canny,t_roi,t_detect,t_control,t_render
71,3.3478,histogram,pid,0,1,0,1.0,152.6222,12.4473,292.7972,-7.3778,-6.4575,-0.3661,STOP,-0.1844,-0.1797,-0.0019,0.0,0.0,19.5139,76.515,13.0693,0.4282,1.3959,0.4884,1.2205,0.0609,5.3711,0.1594,0.0
72,3.3644,histogram,pid,0,1,0,1.0,152.6222,12.4473,292.7972,-7.3778,-6.7336,-0.3667,STOP,-0.1844,-0.1809,-0.0013,0.0,0.0,36.1144,17.7952,56.195,0.437,1.0718,0.4065,1.2225,0.0521,4.6181,0.1592,0.0
73,3.4416,histogram,pid,0,1,0,1.0,155.1826,12.4473,297.9179,-4.8174,-6.1587,-0.2433,STOP,-0.1204,-0.1817,0.0588,0.0,0.0,30.9153,16.0689,62.2319,0.4264,1.112,0.4524,2.2199,0.0558,5.5026,0.1481,50.4774
74,3.4574,histogram,pid,0,1,0,1.0,153.4927,12.4473,294.5381,-6.5073,-6.2633,-0.3161,STOP,-0.1627,-0.1864,0.033,0.0,0.0,44.4737,77.485,12.9057,0.4264,1.0154,0.3861,0.9967,0.0502,4.4413,0.1486,0.0
75,3.4737,histogram,pid,0,1,0,1.0,155.4859,12.4473,298.5245,-4.5141,-5.7386,-0.2271,STOP,-0.1129,-0.187,0.0728,0.0,0.0,25.3067,15.0501,66.4449,0.5273,1.0561,0.4164,1.1806,0.0565,5.328,0.1469,0.0
76,3.5526,histogram,pid,0,1,0,1.0,155.4859,12.4473,298.5245,-4.5141,-5.3712,-0.2497,STOP,-0.1129,-0.1878,0.0509,0.0,0.0,42.2161,17.2947,57.8211,0.4333,1.1085,0.4095,1.7016,0.0533,4.4829,0.156,56.2184
77,3.5706,histogram,pid,0,1,0,1.0,155.6308,12.4473,298.8143,-4.3692,-5.0706,-0.2639,STOP,-0.1092,-0.191,0.0363,0.0,0.0,31.485,78.2679,12.7766,0.4353,1.1874,0.4291,1.9456,0.0619,5.6834,0.1772,0.0
78,3.5872,histogram,pid,0,1,0,1.0,155.6308,12.4473,298.8143,-4.3692,-4.8602,-0.2755,STOP,-0.1092,-0.1917,0.0254,0.0,0.0,48.1705,18.7228,53.4107,0.4415,1.0345,0.4386,1.1519,0.0619,4.6636,0.1537,0.0
79,3.6666,histogram,pid,0,1,0,1.0,153.4552,12.4473,294.463,-6.5448,-5.3656,-0.3896,STOP,-0.1636,-0.1927,-0.0333,0.0,0.0,33.0919,15.975,62.5977,0.458,1.3366,0.5051,3.8623,0.0574,4.7647,0.142,51.6457
80,3.6818,histogram,pid,0,1,0,1.0,154.3492,12.4473,296.2511,-5.6508,-5.4512,-0.3572,STOP,-0.1413,-0.1969,-0.019,0.0,0.0,18.2876,78.8661,12.6797,0.4322,1.1091,0.3823,1.1803,0.0487,4.4057,0.1438,0.0
